fold,dataset_version,evaluation,split,accuracy,dataset_distance_to_benchmark
2,chance_25/change_20,alt_model,val,0.9921875,0.006163011695906433
3,chance_25/change_20,alt_model,val,0.99609375,0.006163011695906433
4,chance_25/change_20,alt_model,val,0.984375,0.006163011695906433
0,chance_25/change_20,benchmark_model,test,0.971875,0.006163011695906433
1,chance_25/change_20,benchmark_model,test,0.98125,0.006163011695906433
2,chance_25/change_20,benchmark_model,test,0.9875,0.006163011695906433
3,chance_25/change_20,benchmark_model,test,0.978125,0.006163011695906433
4,chance_25/change_20,benchmark_model,test,0.978125,0.006163011695906433
0,chance_25/change_20,benchmark_model,val,0.98046875,0.006163011695906433
1,chance_25/change_20,benchmark_model,val,0.984375,0.006163011695906433
2,chance_25/change_20,benchmark_model,val,0.9765625,0.006163011695906433
3,chance_25/change_20,benchmark_model,val,0.98828125,0.006163011695906433
4,chance_25/change_20,benchmark_model,val,0.98828125,0.006163011695906433
0,chance_25/change_25,alt_model,test,0.975,0.010560672514619883
1,chance_25/change_25,alt_model,test,0.990625,0.010560672514619883
2,chance_25/change_25,alt_model,test,0.9875,0.010560672514619883
3,chance_25/change_25,alt_model,test,0.990625,0.010560672514619883
4,chance_25/change_25,alt_model,test,0.9875,0.010560672514619883
0,chance_25/change_25,alt_model,val,0.9921875,0.010560672514619883
1,chance_25/change_25,alt_model,val,0.98046875,0.010560672514619883
2,chance_25/change_25,alt_model,val,0.984375,0.010560672514619883
3,chance_25/change_25,alt_model,val,0.9921875,0.010560672514619883
4,chance_25/change_25,alt_model,val,0.97265625,0.010560672514619883
0,chance_25/change_25,benchmark_model,test,0.971875,0.010560672514619883
1,chance_25/change_25,benchmark_model,test,0.9875,0.010560672514619883
2,chance_25/change_25,benchmark_model,test,0.990625,0.010560672514619883
3,chance_25/change_25,benchmark_model,test,0.98125,0.010560672514619883
4,chance_25/change_25,benchmark_model,test,0.984375,0.010560672514619883
0,chance_25/change_25,benchmark_model,val,0.96875,0.010560672514619883
1,chance_25/change_25,benchmark_model,val,0.9765625,0.010560672514619883
2,chance_25/change_25,benchmark_model,val,0.98046875,0.010560672514619883
3,chance_25/change_25,benchmark_model,val,0.98828125,0.010560672514619883
4,chance_25/change_25,benchmark_model,val,0.97265625,0.010560672514619883
0,chance_25/change_30,alt_model,test,0.99375,0.01556140350877193
1,chance_25/change_30,alt_model,test,0.984375,0.01556140350877193
2,chance_25/change_30,alt_model,test,0.9875,0.01556140350877193
3,chance_25/change_30,alt_model,test,0.984375,0.01556140350877193
4,chance_25/change_30,alt_model,test,0.9875,0.01556140350877193
0,chance_25/change_30,alt_model,val,0.9921875,0.01556140350877193
1,chance_25/change_30,alt_model,val,0.9921875,0.01556140350877193
2,chance_25/change_30,alt_model,val,0.984375,0.01556140350877193
3,chance_25/change_30,alt_model,val,0.99609375,0.01556140350877193
4,chance_25/change_30,alt_model,val,0.984375,0.01556140350877193
0,chance_25/change_30,benchmark_model,test,0.946875,0.01556140350877193
1,chance_25/change_30,benchmark_model,test,0.925,0.01556140350877193
2,chance_25/change_30,benchmark_model,test,0.925,0.01556140350877193
3,chance_25/change_30,benchmark_model,test,0.928125,0.01556140350877193
4,chance_25/change_30,benchmark_model,test,0.921875,0.01556140350877193
0,chance_25/change_30,benchmark_model,val,0.921875,0.01556140350877193
1,chance_25/change_30,benchmark_model,val,0.9453125,0.01556140350877193
2,chance_25/change_30,benchmark_model,val,0.90625,0.01556140350877193
3,chance_25/change_30,benchmark_model,val,0.9375,0.01556140350877193
4,chance_25/change_30,benchmark_model,val,0.9140625,0.01556140350877193
0,chance_25/change_35,alt_model,test,0.953125,0.03754258040935673
1,chance_25/change_35,alt_model,test,0.971875,0.03754258040935673
2,chance_25/change_35,alt_model,test,0.959375,0.03754258040935673
3,chance_25/change_35,alt_model,test,0.959375,0.03754258040935673
4,chance_25/change_35,alt_model,test,0.96875,0.03754258040935673
0,chance_25/change_35,alt_model,val,0.9609375,0.03754258040935673
1,chance_25/change_35,alt_model,val,0.96484375,0.03754258040935673
2,chance_25/change_35,alt_model,val,0.94921875,0.03754258040935673
3,chance_25/change_35,alt_model,val,0.96484375,0.03754258040935673
4,chance_25/change_35,alt_model,val,0.96875,0.03754258040935673
0,chance_25/change_35,benchmark_model,test,0.85625,0.03754258040935673
1,chance_25/change_35,benchmark_model,test,0.865625,0.03754258040935673
2,chance_25/change_35,benchmark_model,test,0.875,0.03754258040935673
3,chance_25/change_35,benchmark_model,test,0.8625,0.03754258040935673
4,chance_25/change_35,benchmark_model,test,0.85625,0.03754258040935673
0,chance_25/change_35,benchmark_model,val,0.87109375,0.03754258040935673
1,chance_25/change_35,benchmark_model,val,0.875,0.03754258040935673
2,chance_25/change_35,benchmark_model,val,0.87890625,0.03754258040935673
3,chance_25/change_35,benchmark_model,val,0.8671875,0.03754258040935673
4,chance_25/change_35,benchmark_model,val,0.88671875,0.03754258040935673
0,chance_25/change_40,alt_model,test,0.984375,0.005985380116959064
1,chance_25/change_40,alt_model,test,0.990625,0.005985380116959064
2,chance_25/change_40,alt_model,test,0.99375,0.005985380116959064
3,chance_25/change_40,alt_model,test,0.9875,0.005985380116959064
4,chance_25/change_40,alt_model,test,0.996875,0.005985380116959064
0,chance_25/change_40,alt_model,val,0.984375,0.005985380116959064
1,chance_25/change_40,alt_model,val,0.984375,0.005985380116959064
2,chance_25/change_40,alt_model,val,0.98828125,0.005985380116959064
3,chance_25/change_40,alt_model,val,0.98828125,0.005985380116959064
4,chance_25/change_40,alt_model,val,0.98828125,0.005985380116959064
0,chance_25/change_40,benchmark_model,test,0.975,0.005985380116959064
1,chance_25/change_40,benchmark_model,test,0.959375,0.005985380116959064
2,chance_25/change_40,benchmark_model,test,0.99375,0.005985380116959064
3,chance_25/change_40,benchmark_model,test,0.98125,0.005985380116959064
4,chance_25/change_40,benchmark_model,test,0.996875,0.005985380116959064
0,chance_25/change_40,benchmark_model,val,0.9765625,0.005985380116959064
1,chance_25/change_40,benchmark_model,val,0.97265625,0.005985380116959064
2,chance_25/change_40,benchmark_model,val,0.98828125,0.005985380116959064
3,chance_25/change_40,benchmark_model,val,0.984375,0.005985380116959064
4,chance_25/change_40,benchmark_model,val,0.9765625,0.005985380116959064
0,chance_25/change_45,alt_model,test,0.98125,0.00928892543859649
1,chance_25/change_45,alt_model,test,0.990625,0.00928892543859649
2,chance_25/change_45,alt_model,test,0.990625,0.00928892543859649
3,chance_25/change_45,alt_model,test,0.984375,0.00928892543859649
4,chance_25/change_45,alt_model,test,0.99375,0.00928892543859649
0,chance_25/change_45,alt_model,val,0.99609375,0.00928892543859649
1,chance_25/change_45,alt_model,val,0.984375,0.00928892543859649
2,chance_25/change_45,alt_model,val,0.9921875,0.00928892543859649
3,chance_25/change_45,alt_model,val,0.9921875,0.00928892543859649
4,chance_25/change_45,alt_model,val,0.98046875,0.00928892543859649
0,chance_25/change_45,benchmark_model,test,0.946875,0.00928892543859649
1,chance_25/change_45,benchmark_model,test,0.9375,0.00928892543859649
2,chance_25/change_45,benchmark_model,test,0.971875,0.00928892543859649
3,chance_25/change_45,benchmark_model,test,0.959375,0.00928892543859649
4,chance_25/change_45,benchmark_model,test,0.965625,0.00928892543859649
0,chance_25/change_45,benchmark_model,val,0.9375,0.00928892543859649
1,chance_25/change_45,benchmark_model,val,0.95703125,0.00928892543859649
2,chance_25/change_45,benchmark_model,val,0.94921875,0.00928892543859649
3,chance_25/change_45,benchmark_model,val,0.9609375,0.00928892543859649
4,chance_25/change_45,benchmark_model,val,0.95703125,0.00928892543859649
0,chance_25/change_5,alt_model,test,0.98125,0.0012227704678362573
1,chance_25/change_5,alt_model,test,0.99375,0.0012227704678362573
2,chance_25/change_5,alt_model,test,0.99375,0.0012227704678362573
3,chance_25/change_5,alt_model,test,0.984375,0.0012227704678362573
4,chance_25/change_5,alt_model,test,0.990625,0.0012227704678362573
0,chance_25/change_5,alt_model,val,0.97265625,0.0012227704678362573
1,chance_25/change_5,alt_model,val,0.9921875,0.0012227704678362573
2,chance_25/change_5,alt_model,val,0.9921875,0.0012227704678362573
3,chance_25/change_5,alt_model,val,0.99609375,0.0012227704678362573
4,chance_25/change_5,alt_model,val,0.98828125,0.0012227704678362573
0,chance_25/change_5,benchmark_model,test,0.975,0.0012227704678362573
1,chance_25/change_5,benchmark_model,test,0.9875,0.0012227704678362573
2,chance_25/change_5,benchmark_model,test,0.99375,0.0012227704678362573
3,chance_25/change_5,benchmark_model,test,0.984375,0.0012227704678362573
4,chance_25/change_5,benchmark_model,test,0.990625,0.0012227704678362573
0,chance_25/change_5,benchmark_model,val,0.97265625,0.0012227704678362573
1,chance_25/change_5,benchmark_model,val,0.9921875,0.0012227704678362573
2,chance_25/change_5,benchmark_model,val,0.9921875,0.0012227704678362573
3,chance_25/change_5,benchmark_model,val,0.9921875,0.0012227704678362573
4,chance_25/change_5,benchmark_model,val,0.98046875,0.0012227704678362573
0,chance_25/change_50,alt_model,test,0.978125,0.01731158625730994
1,chance_25/change_50,alt_model,test,0.978125,0.01731158625730994
2,chance_25/change_50,alt_model,test,0.984375,0.01731158625730994
3,chance_25/change_50,alt_model,test,0.978125,0.01731158625730994
4,chance_25/change_50,alt_model,test,0.990625,0.01731158625730994
0,chance_25/change_50,alt_model,val,0.984375,0.01731158625730994
1,chance_25/change_50,alt_model,val,0.98828125,0.01731158625730994
2,chance_25/change_50,alt_model,val,0.98828125,0.01731158625730994
3,chance_25/change_50,alt_model,val,0.99609375,0.01731158625730994
4,chance_25/change_50,alt_model,val,0.9921875,0.01731158625730994
0,chance_25/change_50,benchmark_model,test,0.959375,0.01731158625730994
1,chance_25/change_50,benchmark_model,test,0.953125,0.01731158625730994
2,chance_25/change_50,benchmark_model,test,0.953125,0.01731158625730994
3,chance_25/change_50,benchmark_model,test,0.9625,0.01731158625730994
4,chance_25/change_50,benchmark_model,test,0.95625,0.01731158625730994
0,chance_25/change_50,benchmark_model,val,0.953125,0.01731158625730994
1,chance_25/change_50,benchmark_model,val,0.9609375,0.01731158625730994
2,chance_25/change_50,benchmark_model,val,0.9609375,0.01731158625730994
3,chance_25/change_50,benchmark_model,val,0.9609375,0.01731158625730994
4,chance_25/change_50,benchmark_model,val,0.953125,0.01731158625730994
0,chance_30/change_10,alt_model,test,0.978125,0.0016006944444444445
1,chance_30/change_10,alt_model,test,0.99375,0.0016006944444444445
2,chance_30/change_10,alt_model,test,0.990625,0.0016006944444444445
3,chance_30/change_10,alt_model,test,0.984375,0.0016006944444444445
4,chance_30/change_10,alt_model,test,0.99375,0.0016006944444444445
0,chance_30/change_10,alt_model,val,0.97265625,0.0016006944444444445
1,chance_30/change_10,alt_model,val,0.98828125,0.0016006944444444445
2,chance_30/change_10,alt_model,val,0.98046875,0.0016006944444444445
3,chance_30/change_10,alt_model,val,0.9921875,0.0016006944444444445
4,chance_30/change_10,alt_model,val,0.9765625,0.0016006944444444445
0,chance_30/change_10,benchmark_model,test,0.971875,0.0016006944444444445
1,chance_30/change_10,benchmark_model,test,0.990625,0.0016006944444444445
2,chance_30/change_10,benchmark_model,test,0.9875,0.0016006944444444445
3,chance_30/change_10,benchmark_model,test,0.984375,0.0016006944444444445
4,chance_30/change_10,benchmark_model,test,0.990625,0.0016006944444444445
0,chance_30/change_10,benchmark_model,val,0.96875,0.0016006944444444445
1,chance_30/change_10,benchmark_model,val,0.98046875,0.0016006944444444445
2,chance_30/change_10,benchmark_model,val,0.98828125,0.0016006944444444445
3,chance_30/change_10,benchmark_model,val,0.99609375,0.0016006944444444445
4,chance_30/change_10,benchmark_model,val,0.9765625,0.0016006944444444445
0,chance_30/change_15,alt_model,test,0.971875,0.0035842470760233916
1,chance_30/change_15,alt_model,test,0.99375,0.0035842470760233916
2,chance_30/change_15,alt_model,test,0.996875,0.0035842470760233916
3,chance_30/change_15,alt_model,test,0.984375,0.0035842470760233916
4,chance_30/change_15,alt_model,test,0.99375,0.0035842470760233916
0,chance_30/change_15,alt_model,val,0.99609375,0.0035842470760233916
1,chance_30/change_15,alt_model,val,0.98828125,0.0035842470760233916
2,chance_30/change_15,alt_model,val,0.984375,0.0035842470760233916
3,chance_30/change_15,alt_model,val,0.9921875,0.0035842470760233916
4,chance_30/change_15,alt_model,val,0.9765625,0.0035842470760233916
0,chance_30/change_15,benchmark_model,test,0.965625,0.0035842470760233916
1,chance_30/change_15,benchmark_model,test,0.98125,0.0035842470760233916
2,chance_30/change_15,benchmark_model,test,0.984375,0.0035842470760233916
3,chance_30/change_15,benchmark_model,test,0.975,0.0035842470760233916
4,chance_30/change_15,benchmark_model,test,0.996875,0.0035842470760233916
0,chance_30/change_15,benchmark_model,val,0.96875,0.0035842470760233916
1,chance_30/change_15,benchmark_model,val,0.984375,0.0035842470760233916
2,chance_30/change_15,benchmark_model,val,0.98828125,0.0035842470760233916
3,chance_30/change_15,benchmark_model,val,0.9921875,0.0035842470760233916
4,chance_30/change_15,benchmark_model,val,0.96875,0.0035842470760233916
0,chance_30/change_20,alt_model,test,0.990625,0.008510051169590643
1,chance_30/change_20,alt_model,test,0.984375,0.008510051169590643
2,chance_30/change_20,alt_model,test,0.990625,0.008510051169590643
3,chance_30/change_20,alt_model,test,0.9875,0.008510051169590643
4,chance_30/change_20,alt_model,test,0.99375,0.008510051169590643
0,chance_30/change_20,alt_model,val,0.98046875,0.008510051169590643
1,chance_30/change_20,alt_model,val,0.98828125,0.008510051169590643
2,chance_30/change_20,alt_model,val,0.9921875,0.008510051169590643
3,chance_30/change_20,alt_model,val,0.9921875,0.008510051169590643
4,chance_30/change_20,alt_model,val,0.98046875,0.008510051169590643
0,chance_30/change_20,benchmark_model,test,0.959375,0.008510051169590643
1,chance_30/change_20,benchmark_model,test,0.975,0.008510051169590643
2,chance_30/change_20,benchmark_model,test,0.96875,0.008510051169590643
3,chance_30/change_20,benchmark_model,test,0.953125,0.008510051169590643
4,chance_30/change_20,benchmark_model,test,0.965625,0.008510051169590643
0,chance_30/change_20,benchmark_model,val,0.9375,0.008510051169590643
1,chance_30/change_20,benchmark_model,val,0.953125,0.008510051169590643
2,chance_30/change_20,benchmark_model,val,0.97265625,0.008510051169590643
3,chance_30/change_20,benchmark_model,val,0.98046875,0.008510051169590643
4,chance_30/change_20,benchmark_model,val,0.95703125,0.008510051169590643
0,chance_30/change_25,alt_model,test,0.984375,0.004772843567251462
1,chance_30/change_25,alt_model,test,0.9875,0.004772843567251462
2,chance_30/change_25,alt_model,test,0.9875,0.004772843567251462
3,chance_30/change_25,alt_model,test,0.978125,0.004772843567251462
4,chance_30/change_25,alt_model,test,0.990625,0.004772843567251462
0,chance_30/change_25,alt_model,val,0.96875,0.004772843567251462
1,chance_30/change_25,alt_model,val,0.98828125,0.004772843567251462
2,chance_30/change_25,alt_model,val,0.98828125,0.004772843567251462
3,chance_30/change_25,alt_model,val,0.99609375,0.004772843567251462
4,chance_30/change_25,alt_model,val,0.9765625,0.004772843567251462
0,chance_30/change_25,benchmark_model,test,0.971875,0.004772843567251462
1,chance_30/change_25,benchmark_model,test,0.96875,0.004772843567251462
2,chance_30/change_25,benchmark_model,test,0.971875,0.004772843567251462
3,chance_30/change_25,benchmark_model,test,0.971875,0.004772843567251462
4,chance_30/change_25,benchmark_model,test,0.978125,0.004772843567251462
0,chance_30/change_25,benchmark_model,val,0.96875,0.004772843567251462
1,chance_30/change_25,benchmark_model,val,0.97265625,0.004772843567251462
2,chance_30/change_25,benchmark_model,val,0.98046875,0.004772843567251462
3,chance_30/change_25,benchmark_model,val,0.984375,0.004772843567251462
4,chance_30/change_25,benchmark_model,val,0.97265625,0.004772843567251462
0,chance_30/change_30,alt_model,test,0.984375,0.02942434210526316
1,chance_30/change_30,alt_model,test,0.990625,0.02942434210526316
2,chance_30/change_30,alt_model,test,0.990625,0.02942434210526316
3,chance_30/change_30,alt_model,test,0.99375,0.02942434210526316
4,chance_30/change_30,alt_model,test,0.9875,0.02942434210526316
0,chance_30/change_30,alt_model,val,0.9921875,0.02942434210526316
1,chance_30/change_30,alt_model,val,0.9921875,0.02942434210526316
2,chance_30/change_30,alt_model,val,0.98828125,0.02942434210526316
3,chance_30/change_30,alt_model,val,0.9921875,0.02942434210526316
4,chance_30/change_30,alt_model,val,0.98828125,0.02942434210526316
0,chance_30/change_30,benchmark_model,test,0.934375,0.02942434210526316
1,chance_30/change_30,benchmark_model,test,0.95625,0.02942434210526316
2,chance_30/change_30,benchmark_model,test,0.95,0.02942434210526316
3,chance_30/change_30,benchmark_model,test,0.93125,0.02942434210526316
4,chance_30/change_30,benchmark_model,test,0.903125,0.02942434210526316
0,chance_30/change_30,benchmark_model,val,0.921875,0.02942434210526316
1,chance_30/change_30,benchmark_model,val,0.94921875,0.02942434210526316
2,chance_30/change_30,benchmark_model,val,0.94140625,0.02942434210526316
3,chance_30/change_30,benchmark_model,val,0.92578125,0.02942434210526316
4,chance_30/change_30,benchmark_model,val,0.92578125,0.02942434210526316
0,chance_30/change_35,alt_model,test,0.98125,0.0242843567251462
1,chance_30/change_35,alt_model,test,0.99375,0.0242843567251462
2,chance_30/change_35,alt_model,test,0.996875,0.0242843567251462
3,chance_30/change_35,alt_model,test,0.98125,0.0242843567251462
4,chance_30/change_35,alt_model,test,0.99375,0.0242843567251462
0,chance_30/change_35,alt_model,val,0.984375,0.0242843567251462
1,chance_30/change_35,alt_model,val,0.9921875,0.0242843567251462
2,chance_30/change_35,alt_model,val,0.984375,0.0242843567251462
3,chance_30/change_35,alt_model,val,0.98828125,0.0242843567251462
4,chance_30/change_35,alt_model,val,0.9921875,0.0242843567251462
0,chance_30/change_35,benchmark_model,test,0.946875,0.0242843567251462
1,chance_30/change_35,benchmark_model,test,0.984375,0.0242843567251462
2,chance_30/change_35,benchmark_model,test,0.975,0.0242843567251462
3,chance_30/change_35,benchmark_model,test,0.946875,0.0242843567251462
4,chance_30/change_35,benchmark_model,test,0.978125,0.0242843567251462
0,chance_30/change_35,benchmark_model,val,0.95703125,0.0242843567251462
1,chance_30/change_35,benchmark_model,val,0.98046875,0.0242843567251462
2,chance_30/change_35,benchmark_model,val,0.9765625,0.0242843567251462
3,chance_30/change_35,benchmark_model,val,0.97265625,0.0242843567251462
4,chance_30/change_35,benchmark_model,val,0.9609375,0.0242843567251462
0,chance_30/change_40,alt_model,test,0.946875,0.027481907894736844
1,chance_30/change_40,alt_model,test,0.978125,0.027481907894736844
2,chance_30/change_40,alt_model,test,0.978125,0.027481907894736844
3,chance_30/change_40,alt_model,test,0.965625,0.027481907894736844
4,chance_30/change_40,alt_model,test,0.965625,0.027481907894736844
0,chance_30/change_40,alt_model,val,0.9765625,0.027481907894736844
1,chance_30/change_40,alt_model,val,0.96875,0.027481907894736844
2,chance_30/change_40,alt_model,val,0.98046875,0.027481907894736844
3,chance_30/change_40,alt_model,val,0.984375,0.027481907894736844
4,chance_30/change_40,alt_model,val,0.98046875,0.027481907894736844
0,chance_30/change_40,benchmark_model,test,0.915625,0.027481907894736844
1,chance_30/change_40,benchmark_model,test,0.946875,0.027481907894736844
2,chance_30/change_40,benchmark_model,test,0.9375,0.027481907894736844
3,chance_30/change_40,benchmark_model,test,0.925,0.027481907894736844
4,chance_30/change_40,benchmark_model,test,0.9125,0.027481907894736844
0,chance_30/change_40,benchmark_model,val,0.9375,0.027481907894736844
1,chance_30/change_40,benchmark_model,val,0.94140625,0.027481907894736844
2,chance_30/change_40,benchmark_model,val,0.94140625,0.027481907894736844
3,chance_30/change_40,benchmark_model,val,0.9140625,0.027481907894736844
4,chance_30/change_40,benchmark_model,val,0.9296875,0.027481907894736844
0,chance_30/change_45,alt_model,test,0.975,0.020206505847953218
1,chance_30/change_45,alt_model,test,0.984375,0.020206505847953218
2,chance_30/change_45,alt_model,test,0.984375,0.020206505847953218
3,chance_30/change_45,alt_model,test,0.98125,0.020206505847953218
4,chance_30/change_45,alt_model,test,0.990625,0.020206505847953218
0,chance_30/change_45,alt_model,val,0.97265625,0.020206505847953218
1,chance_30/change_45,alt_model,val,0.99609375,0.020206505847953218
2,chance_30/change_45,alt_model,val,0.98828125,0.020206505847953218
3,chance_30/change_45,alt_model,val,0.9921875,0.020206505847953218
4,chance_30/change_45,alt_model,val,0.984375,0.020206505847953218
0,chance_30/change_45,benchmark_model,test,0.946875,0.020206505847953218
1,chance_30/change_45,benchmark_model,test,0.95,0.020206505847953218
2,chance_30/change_45,benchmark_model,test,0.95625,0.020206505847953218
3,chance_30/change_45,benchmark_model,test,0.940625,0.020206505847953218
4,chance_30/change_45,benchmark_model,test,0.971875,0.020206505847953218
0,chance_30/change_45,benchmark_model,val,0.9453125,0.020206505847953218
1,chance_30/change_45,benchmark_model,val,0.97265625,0.020206505847953218
2,chance_30/change_45,benchmark_model,val,0.94921875,0.020206505847953218
3,chance_30/change_45,benchmark_model,val,0.95703125,0.020206505847953218
4,chance_30/change_45,benchmark_model,val,0.94140625,0.020206505847953218
0,chance_30/change_5,alt_model,test,0.96875,0.0008093932748538011
1,chance_30/change_5,alt_model,test,0.990625,0.0008093932748538011
2,chance_30/change_5,alt_model,test,0.9875,0.0008093932748538011
3,chance_30/change_5,alt_model,test,0.9875,0.0008093932748538011
4,chance_30/change_5,alt_model,test,0.984375,0.0008093932748538011
0,chance_30/change_5,alt_model,val,0.97265625,0.0008093932748538011
1,chance_30/change_5,alt_model,val,0.98046875,0.0008093932748538011
2,chance_30/change_5,alt_model,val,0.99609375,0.0008093932748538011
3,chance_30/change_5,alt_model,val,0.9921875,0.0008093932748538011
4,chance_30/change_5,alt_model,val,0.98046875,0.0008093932748538011
0,chance_30/change_5,benchmark_model,test,0.96875,0.0008093932748538011
1,chance_30/change_5,benchmark_model,test,0.990625,0.0008093932748538011
2,chance_30/change_5,benchmark_model,test,0.990625,0.0008093932748538011
3,chance_30/change_5,benchmark_model,test,0.98125,0.0008093932748538011
4,chance_30/change_5,benchmark_model,test,0.9875,0.0008093932748538011
0,chance_30/change_5,benchmark_model,val,0.9765625,0.0008093932748538011
1,chance_30/change_5,benchmark_model,val,0.98046875,0.0008093932748538011
2,chance_30/change_5,benchmark_model,val,0.99609375,0.0008093932748538011
3,chance_30/change_5,benchmark_model,val,0.9921875,0.0008093932748538011
4,chance_30/change_5,benchmark_model,val,0.98046875,0.0008093932748538011
0,chance_30/change_50,alt_model,test,0.984375,0.021732638888888888
1,chance_30/change_50,alt_model,test,0.99375,0.021732638888888888
2,chance_30/change_50,alt_model,test,0.996875,0.021732638888888888
3,chance_30/change_50,alt_model,test,0.984375,0.021732638888888888
4,chance_30/change_50,alt_model,test,0.996875,0.021732638888888888
0,chance_30/change_50,alt_model,val,0.9921875,0.021732638888888888
1,chance_30/change_50,alt_model,val,0.9921875,0.021732638888888888
2,chance_30/change_50,alt_model,val,0.9921875,0.021732638888888888
3,chance_30/change_50,alt_model,val,0.99609375,0.021732638888888888
4,chance_30/change_50,alt_model,val,0.98828125,0.021732638888888888
0,chance_30/change_50,benchmark_model,test,0.94375,0.021732638888888888
1,chance_30/change_50,benchmark_model,test,0.975,0.021732638888888888
2,chance_30/change_50,benchmark_model,test,0.9625,0.021732638888888888
3,chance_30/change_50,benchmark_model,test,0.96875,0.021732638888888888
4,chance_30/change_50,benchmark_model,test,0.975,0.021732638888888888
0,chance_30/change_50,benchmark_model,val,0.9453125,0.021732638888888888
1,chance_30/change_50,benchmark_model,val,0.9453125,0.021732638888888888
2,chance_30/change_50,benchmark_model,val,0.9609375,0.021732638888888888
3,chance_30/change_50,benchmark_model,val,0.96875,0.021732638888888888
4,chance_30/change_50,benchmark_model,val,0.953125,0.021732638888888888
0,chance_35/change_10,alt_model,test,0.9875,0.004610928362573099
1,chance_35/change_10,alt_model,test,0.990625,0.004610928362573099
2,chance_35/change_10,alt_model,test,0.990625,0.004610928362573099
3,chance_35/change_10,alt_model,test,0.978125,0.004610928362573099
4,chance_35/change_10,alt_model,test,0.9875,0.004610928362573099
0,chance_35/change_10,alt_model,val,0.97265625,0.004610928362573099
1,chance_35/change_10,alt_model,val,0.984375,0.004610928362573099
2,chance_35/change_10,alt_model,val,0.9921875,0.004610928362573099
3,chance_35/change_10,alt_model,val,0.99609375,0.004610928362573099
4,chance_35/change_10,alt_model,val,0.97265625,0.004610928362573099
0,chance_35/change_10,benchmark_model,test,0.971875,0.004610928362573099
1,chance_35/change_10,benchmark_model,test,0.98125,0.004610928362573099
2,chance_35/change_10,benchmark_model,test,0.99375,0.004610928362573099
3,chance_35/change_10,benchmark_model,test,0.98125,0.004610928362573099
4,chance_35/change_10,benchmark_model,test,0.98125,0.004610928362573099
0,chance_35/change_10,benchmark_model,val,0.9765625,0.004610928362573099
1,chance_35/change_10,benchmark_model,val,0.96875,0.004610928362573099
2,chance_35/change_10,benchmark_model,val,0.98828125,0.004610928362573099
3,chance_35/change_10,benchmark_model,val,0.9921875,0.004610928362573099
4,chance_35/change_10,benchmark_model,val,0.96875,0.004610928362573099
0,chance_35/change_15,alt_model,test,0.971875,0.00566593567251462
1,chance_35/change_15,alt_model,test,0.9875,0.00566593567251462
2,chance_35/change_15,alt_model,test,0.990625,0.00566593567251462
3,chance_35/change_15,alt_model,test,0.978125,0.00566593567251462
4,chance_35/change_15,alt_model,test,0.978125,0.00566593567251462
0,chance_35/change_15,alt_model,val,0.9921875,0.00566593567251462
1,chance_35/change_15,alt_model,val,0.984375,0.00566593567251462
2,chance_35/change_15,alt_model,val,0.97265625,0.00566593567251462
3,chance_35/change_15,alt_model,val,0.98828125,0.00566593567251462
4,chance_35/change_15,alt_model,val,0.9765625,0.00566593567251462
0,chance_35/change_15,benchmark_model,test,0.959375,0.00566593567251462
1,chance_35/change_15,benchmark_model,test,0.990625,0.00566593567251462
2,chance_35/change_15,benchmark_model,test,0.978125,0.00566593567251462
3,chance_35/change_15,benchmark_model,test,0.98125,0.00566593567251462
4,chance_35/change_15,benchmark_model,test,0.98125,0.00566593567251462
0,chance_35/change_15,benchmark_model,val,0.96875,0.00566593567251462
1,chance_35/change_15,benchmark_model,val,0.9765625,0.00566593567251462
2,chance_35/change_15,benchmark_model,val,0.97265625,0.00566593567251462
3,chance_35/change_15,benchmark_model,val,0.98046875,0.00566593567251462
4,chance_35/change_15,benchmark_model,val,0.9765625,0.00566593567251462
0,chance_35/change_20,alt_model,test,0.978125,0.008139619883040936
1,chance_35/change_20,alt_model,test,0.99375,0.008139619883040936
2,chance_35/change_20,alt_model,test,0.98125,0.008139619883040936
3,chance_35/change_20,alt_model,test,0.975,0.008139619883040936
4,chance_35/change_20,alt_model,test,0.9875,0.008139619883040936
0,chance_35/change_20,alt_model,val,0.98828125,0.008139619883040936
1,chance_35/change_20,alt_model,val,0.98828125,0.008139619883040936
2,chance_35/change_20,alt_model,val,0.98828125,0.008139619883040936
3,chance_35/change_20,alt_model,val,1.0,0.008139619883040936
4,chance_35/change_20,alt_model,val,0.98046875,0.008139619883040936
0,chance_35/change_20,benchmark_model,test,0.959375,0.008139619883040936
1,chance_35/change_20,benchmark_model,test,0.978125,0.008139619883040936
2,chance_35/change_20,benchmark_model,test,0.9875,0.008139619883040936
3,chance_35/change_20,benchmark_model,test,0.96875,0.008139619883040936
4,chance_35/change_20,benchmark_model,test,0.978125,0.008139619883040936
0,chance_35/change_20,benchmark_model,val,0.96484375,0.008139619883040936
1,chance_35/change_20,benchmark_model,val,0.9765625,0.008139619883040936
2,chance_35/change_20,benchmark_model,val,0.984375,0.008139619883040936
3,chance_35/change_20,benchmark_model,val,0.984375,0.008139619883040936
4,chance_35/change_20,benchmark_model,val,0.96484375,0.008139619883040936
0,chance_35/change_25,alt_model,test,0.984375,0.010303179824561403
1,chance_35/change_25,alt_model,test,0.996875,0.010303179824561403
2,chance_35/change_25,alt_model,test,0.9875,0.010303179824561403
