fold,dataset_version,evaluation,split,accuracy,dataset_distance_to_benchmark
4,chance_55/change_10,benchmark_model,val,0.8375,0.00399634703196347
0,chance_55/change_15,alt_model,test,0.845,0.0055391552511415525
1,chance_55/change_15,alt_model,test,0.835,0.0055391552511415525
2,chance_55/change_15,alt_model,test,0.83,0.0055391552511415525
3,chance_55/change_15,alt_model,test,0.76,0.0055391552511415525
4,chance_55/change_15,alt_model,test,0.805,0.0055391552511415525
0,chance_55/change_15,alt_model,val,0.84375,0.0055391552511415525
1,chance_55/change_15,alt_model,val,0.84375,0.0055391552511415525
2,chance_55/change_15,alt_model,val,0.76875,0.0055391552511415525
3,chance_55/change_15,alt_model,val,0.8875,0.0055391552511415525
4,chance_55/change_15,alt_model,val,0.81875,0.0055391552511415525
0,chance_55/change_15,benchmark_model,test,0.67,0.0055391552511415525
1,chance_55/change_15,benchmark_model,test,0.745,0.0055391552511415525
2,chance_55/change_15,benchmark_model,test,0.755,0.0055391552511415525
3,chance_55/change_15,benchmark_model,test,0.74,0.0055391552511415525
4,chance_55/change_15,benchmark_model,test,0.77,0.0055391552511415525
0,chance_55/change_15,benchmark_model,val,0.68125,0.0055391552511415525
1,chance_55/change_15,benchmark_model,val,0.75625,0.0055391552511415525
2,chance_55/change_15,benchmark_model,val,0.75,0.0055391552511415525
3,chance_55/change_15,benchmark_model,val,0.78125,0.0055391552511415525
4,chance_55/change_15,benchmark_model,val,0.75,0.0055391552511415525
0,chance_55/change_20,alt_model,test,0.89,0.0039355022831050225
1,chance_55/change_20,alt_model,test,0.865,0.0039355022831050225
2,chance_55/change_20,alt_model,test,0.87,0.0039355022831050225
3,chance_55/change_20,alt_model,test,0.845,0.0039355022831050225
4,chance_55/change_20,alt_model,test,0.865,0.0039355022831050225
0,chance_55/change_20,alt_model,val,0.85,0.0039355022831050225
1,chance_55/change_20,alt_model,val,0.8875,0.0039355022831050225
2,chance_55/change_20,alt_model,val,0.86875,0.0039355022831050225
3,chance_55/change_20,alt_model,val,0.90625,0.0039355022831050225
4,chance_55/change_20,alt_model,val,0.8375,0.0039355022831050225
0,chance_55/change_20,benchmark_model,test,0.82,0.0039355022831050225
1,chance_55/change_20,benchmark_model,test,0.82,0.0039355022831050225
2,chance_55/change_20,benchmark_model,test,0.835,0.0039355022831050225
3,chance_55/change_20,benchmark_model,test,0.755,0.0039355022831050225
4,chance_55/change_20,benchmark_model,test,0.82,0.0039355022831050225
0,chance_55/change_20,benchmark_model,val,0.85,0.0039355022831050225
1,chance_55/change_20,benchmark_model,val,0.85,0.0039355022831050225
2,chance_55/change_20,benchmark_model,val,0.7875,0.0039355022831050225
3,chance_55/change_20,benchmark_model,val,0.75625,0.0039355022831050225
4,chance_55/change_20,benchmark_model,val,0.8,0.0039355022831050225
0,chance_55/change_25,alt_model,test,0.88,0.0013623287671232877
1,chance_55/change_25,alt_model,test,0.825,0.0013623287671232877
2,chance_55/change_25,alt_model,test,0.885,0.0013623287671232877
3,chance_55/change_25,alt_model,test,0.795,0.0013623287671232877
4,chance_55/change_25,alt_model,test,0.865,0.0013623287671232877
0,chance_55/change_25,alt_model,val,0.8625,0.0013623287671232877
1,chance_55/change_25,alt_model,val,0.8625,0.0013623287671232877
2,chance_55/change_25,alt_model,val,0.7875,0.0013623287671232877
3,chance_55/change_25,alt_model,val,0.8625,0.0013623287671232877
4,chance_55/change_25,alt_model,val,0.85625,0.0013623287671232877
0,chance_55/change_25,benchmark_model,test,0.855,0.0013623287671232877
1,chance_55/change_25,benchmark_model,test,0.81,0.0013623287671232877
2,chance_55/change_25,benchmark_model,test,0.865,0.0013623287671232877
3,chance_55/change_25,benchmark_model,test,0.795,0.0013623287671232877
4,chance_55/change_25,benchmark_model,test,0.855,0.0013623287671232877
0,chance_55/change_25,benchmark_model,val,0.85,0.0013623287671232877
1,chance_55/change_25,benchmark_model,val,0.8375,0.0013623287671232877
2,chance_55/change_25,benchmark_model,val,0.7875,0.0013623287671232877
3,chance_55/change_25,benchmark_model,val,0.79375,0.0013623287671232877
4,chance_55/change_25,benchmark_model,val,0.86875,0.0013623287671232877
0,chance_55/change_30,alt_model,test,0.84,0.005571575342465753
1,chance_55/change_30,alt_model,test,0.835,0.005571575342465753
2,chance_55/change_30,alt_model,test,0.815,0.005571575342465753
3,chance_55/change_30,alt_model,test,0.845,0.005571575342465753
4,chance_55/change_30,alt_model,test,0.83,0.005571575342465753
0,chance_55/change_30,alt_model,val,0.80625,0.005571575342465753
1,chance_55/change_30,alt_model,val,0.88125,0.005571575342465753
2,chance_55/change_30,alt_model,val,0.775,0.005571575342465753
3,chance_55/change_30,alt_model,val,0.85625,0.005571575342465753
4,chance_55/change_30,alt_model,val,0.81875,0.005571575342465753
0,chance_55/change_30,benchmark_model,test,0.575,0.005571575342465753
1,chance_55/change_30,benchmark_model,test,0.575,0.005571575342465753
2,chance_55/change_30,benchmark_model,test,0.57,0.005571575342465753
3,chance_55/change_30,benchmark_model,test,0.57,0.005571575342465753
4,chance_55/change_30,benchmark_model,test,0.59,0.005571575342465753
0,chance_55/change_30,benchmark_model,val,0.59375,0.005571575342465753
1,chance_55/change_30,benchmark_model,val,0.60625,0.005571575342465753
2,chance_55/change_30,benchmark_model,val,0.575,0.005571575342465753
3,chance_55/change_30,benchmark_model,val,0.5375,0.005571575342465753
4,chance_55/change_30,benchmark_model,val,0.58125,0.005571575342465753
0,chance_55/change_35,alt_model,test,0.875,0.0018125570776255707
1,chance_55/change_35,alt_model,test,0.885,0.0018125570776255707
2,chance_55/change_35,alt_model,test,0.88,0.0018125570776255707
3,chance_55/change_35,alt_model,test,0.885,0.0018125570776255707
4,chance_55/change_35,alt_model,test,0.895,0.0018125570776255707
0,chance_55/change_35,alt_model,val,0.8875,0.0018125570776255707
1,chance_55/change_35,alt_model,val,0.90625,0.0018125570776255707
2,chance_55/change_35,alt_model,val,0.8375,0.0018125570776255707
3,chance_55/change_35,alt_model,val,0.84375,0.0018125570776255707
4,chance_55/change_35,alt_model,val,0.88125,0.0018125570776255707
0,chance_55/change_35,benchmark_model,test,0.73,0.0018125570776255707
1,chance_55/change_35,benchmark_model,test,0.755,0.0018125570776255707
2,chance_55/change_35,benchmark_model,test,0.725,0.0018125570776255707
3,chance_55/change_35,benchmark_model,test,0.67,0.0018125570776255707
4,chance_55/change_35,benchmark_model,test,0.715,0.0018125570776255707
0,chance_55/change_35,benchmark_model,val,0.74375,0.0018125570776255707
1,chance_55/change_35,benchmark_model,val,0.725,0.0018125570776255707
2,chance_55/change_35,benchmark_model,val,0.6875,0.0018125570776255707
3,chance_55/change_35,benchmark_model,val,0.7125,0.0018125570776255707
4,chance_55/change_35,benchmark_model,val,0.725,0.0018125570776255707
0,chance_55/change_40,alt_model,test,0.86,0.020012899543378995
1,chance_55/change_40,alt_model,test,0.88,0.020012899543378995
2,chance_55/change_40,alt_model,test,0.855,0.020012899543378995
3,chance_55/change_40,alt_model,test,0.83,0.020012899543378995
4,chance_55/change_40,alt_model,test,0.875,0.020012899543378995
0,chance_55/change_40,alt_model,val,0.81875,0.020012899543378995
1,chance_55/change_40,alt_model,val,0.825,0.020012899543378995
2,chance_55/change_40,alt_model,val,0.85625,0.020012899543378995
3,chance_55/change_40,alt_model,val,0.84375,0.020012899543378995
4,chance_55/change_40,alt_model,val,0.84375,0.020012899543378995
0,chance_55/change_40,benchmark_model,test,0.335,0.020012899543378995
1,chance_55/change_40,benchmark_model,test,0.315,0.020012899543378995
2,chance_55/change_40,benchmark_model,test,0.315,0.020012899543378995
3,chance_55/change_40,benchmark_model,test,0.26,0.020012899543378995
4,chance_55/change_40,benchmark_model,test,0.335,0.020012899543378995
0,chance_55/change_40,benchmark_model,val,0.34375,0.020012899543378995
1,chance_55/change_40,benchmark_model,val,0.28125,0.020012899543378995
2,chance_55/change_40,benchmark_model,val,0.3,0.020012899543378995
3,chance_55/change_40,benchmark_model,val,0.31875,0.020012899543378995
4,chance_55/change_40,benchmark_model,val,0.3125,0.020012899543378995
0,chance_55/change_45,alt_model,test,0.895,0.012242351598173516
1,chance_55/change_45,alt_model,test,0.82,0.012242351598173516
2,chance_55/change_45,alt_model,test,0.805,0.012242351598173516
3,chance_55/change_45,alt_model,test,0.86,0.012242351598173516
4,chance_55/change_45,alt_model,test,0.88,0.012242351598173516
0,chance_55/change_45,alt_model,val,0.84375,0.012242351598173516
1,chance_55/change_45,alt_model,val,0.85625,0.012242351598173516
2,chance_55/change_45,alt_model,val,0.84375,0.012242351598173516
3,chance_55/change_45,alt_model,val,0.86875,0.012242351598173516
4,chance_55/change_45,alt_model,val,0.8375,0.012242351598173516
0,chance_55/change_45,benchmark_model,test,0.61,0.012242351598173516
1,chance_55/change_45,benchmark_model,test,0.465,0.012242351598173516
2,chance_55/change_45,benchmark_model,test,0.4,0.012242351598173516
3,chance_55/change_45,benchmark_model,test,0.415,0.012242351598173516
4,chance_55/change_45,benchmark_model,test,0.435,0.012242351598173516
0,chance_55/change_45,benchmark_model,val,0.56875,0.012242351598173516
1,chance_55/change_45,benchmark_model,val,0.48125,0.012242351598173516
2,chance_55/change_45,benchmark_model,val,0.4375,0.012242351598173516
3,chance_55/change_45,benchmark_model,val,0.44375,0.012242351598173516
4,chance_55/change_45,benchmark_model,val,0.4625,0.012242351598173516
0,chance_55/change_5,alt_model,test,0.895,0.004113013698630137
1,chance_55/change_5,alt_model,test,0.895,0.004113013698630137
2,chance_55/change_5,alt_model,test,0.915,0.004113013698630137
3,chance_55/change_5,alt_model,test,0.92,0.004113013698630137
4,chance_55/change_5,alt_model,test,0.935,0.004113013698630137
0,chance_55/change_5,alt_model,val,0.93125,0.004113013698630137
1,chance_55/change_5,alt_model,val,0.93125,0.004113013698630137
2,chance_55/change_5,alt_model,val,0.9,0.004113013698630137
3,chance_55/change_5,alt_model,val,0.91875,0.004113013698630137
4,chance_55/change_5,alt_model,val,0.91875,0.004113013698630137
0,chance_55/change_5,benchmark_model,test,0.86,0.004113013698630137
1,chance_55/change_5,benchmark_model,test,0.85,0.004113013698630137
2,chance_55/change_5,benchmark_model,test,0.88,0.004113013698630137
3,chance_55/change_5,benchmark_model,test,0.845,0.004113013698630137
4,chance_55/change_5,benchmark_model,test,0.905,0.004113013698630137
0,chance_55/change_5,benchmark_model,val,0.9,0.004113013698630137
1,chance_55/change_5,benchmark_model,val,0.8875,0.004113013698630137
2,chance_55/change_5,benchmark_model,val,0.85,0.004113013698630137
3,chance_55/change_5,benchmark_model,val,0.86875,0.004113013698630137
4,chance_55/change_5,benchmark_model,val,0.85625,0.004113013698630137
0,chance_55/change_50,alt_model,test,0.93,0.019183561643835615
1,chance_55/change_50,alt_model,test,0.935,0.019183561643835615
2,chance_55/change_50,alt_model,test,0.94,0.019183561643835615
3,chance_55/change_50,alt_model,test,0.93,0.019183561643835615
4,chance_55/change_50,alt_model,test,0.96,0.019183561643835615
0,chance_55/change_50,alt_model,val,0.9375,0.019183561643835615
1,chance_55/change_50,alt_model,val,0.89375,0.019183561643835615
2,chance_55/change_50,alt_model,val,0.9125,0.019183561643835615
3,chance_55/change_50,alt_model,val,0.93125,0.019183561643835615
4,chance_55/change_50,alt_model,val,0.9125,0.019183561643835615
0,chance_55/change_50,benchmark_model,test,0.34,0.019183561643835615
1,chance_55/change_50,benchmark_model,test,0.32,0.019183561643835615
2,chance_55/change_50,benchmark_model,test,0.335,0.019183561643835615
3,chance_55/change_50,benchmark_model,test,0.33,0.019183561643835615
4,chance_55/change_50,benchmark_model,test,0.355,0.019183561643835615
0,chance_55/change_50,benchmark_model,val,0.30625,0.019183561643835615
1,chance_55/change_50,benchmark_model,val,0.34375,0.019183561643835615
2,chance_55/change_50,benchmark_model,val,0.3375,0.019183561643835615
3,chance_55/change_50,benchmark_model,val,0.3375,0.019183561643835615
4,chance_55/change_50,benchmark_model,val,0.325,0.019183561643835615
0,chance_60/change_10,alt_model,test,0.88,0.0002904109589041096
1,chance_60/change_10,alt_model,test,0.84,0.0002904109589041096
2,chance_60/change_10,alt_model,test,0.87,0.0002904109589041096
3,chance_60/change_10,alt_model,test,0.815,0.0002904109589041096
4,chance_60/change_10,alt_model,test,0.875,0.0002904109589041096
0,chance_60/change_10,alt_model,val,0.875,0.0002904109589041096
1,chance_60/change_10,alt_model,val,0.8625,0.0002904109589041096
2,chance_60/change_10,alt_model,val,0.81875,0.0002904109589041096
3,chance_60/change_10,alt_model,val,0.85,0.0002904109589041096
4,chance_60/change_10,alt_model,val,0.8875,0.0002904109589041096
0,chance_60/change_10,benchmark_model,test,0.865,0.0002904109589041096
1,chance_60/change_10,benchmark_model,test,0.85,0.0002904109589041096
2,chance_60/change_10,benchmark_model,test,0.865,0.0002904109589041096
3,chance_60/change_10,benchmark_model,test,0.805,0.0002904109589041096
4,chance_60/change_10,benchmark_model,test,0.865,0.0002904109589041096
0,chance_60/change_10,benchmark_model,val,0.8625,0.0002904109589041096
1,chance_60/change_10,benchmark_model,val,0.89375,0.0002904109589041096
2,chance_60/change_10,benchmark_model,val,0.80625,0.0002904109589041096
3,chance_60/change_10,benchmark_model,val,0.81875,0.0002904109589041096
4,chance_60/change_10,benchmark_model,val,0.88125,0.0002904109589041096
0,chance_60/change_15,alt_model,test,0.795,0.01147716894977169
1,chance_60/change_15,alt_model,test,0.845,0.01147716894977169
2,chance_60/change_15,alt_model,test,0.84,0.01147716894977169
3,chance_60/change_15,alt_model,test,0.775,0.01147716894977169
4,chance_60/change_15,alt_model,test,0.81,0.01147716894977169
0,chance_60/change_15,alt_model,val,0.825,0.01147716894977169
1,chance_60/change_15,alt_model,val,0.76875,0.01147716894977169
2,chance_60/change_15,alt_model,val,0.86875,0.01147716894977169
3,chance_60/change_15,alt_model,val,0.83125,0.01147716894977169
4,chance_60/change_15,alt_model,val,0.85625,0.01147716894977169
0,chance_60/change_15,benchmark_model,test,0.455,0.01147716894977169
1,chance_60/change_15,benchmark_model,test,0.38,0.01147716894977169
2,chance_60/change_15,benchmark_model,test,0.415,0.01147716894977169
3,chance_60/change_15,benchmark_model,test,0.45,0.01147716894977169
4,chance_60/change_15,benchmark_model,test,0.39,0.01147716894977169
0,chance_60/change_15,benchmark_model,val,0.4375,0.01147716894977169
1,chance_60/change_15,benchmark_model,val,0.41875,0.01147716894977169
2,chance_60/change_15,benchmark_model,val,0.3625,0.01147716894977169
3,chance_60/change_15,benchmark_model,val,0.45625,0.01147716894977169
4,chance_60/change_15,benchmark_model,val,0.36875,0.01147716894977169
0,chance_60/change_20,alt_model,test,0.98,0.0020534246575342465
1,chance_60/change_20,alt_model,test,0.975,0.0020534246575342465
2,chance_60/change_20,alt_model,test,0.985,0.0020534246575342465
3,chance_60/change_20,alt_model,test,0.97,0.0020534246575342465
4,chance_60/change_20,alt_model,test,0.98,0.0020534246575342465
0,chance_60/change_20,alt_model,val,0.96875,0.0020534246575342465
1,chance_60/change_20,alt_model,val,0.9875,0.0020534246575342465
2,chance_60/change_20,alt_model,val,0.9875,0.0020534246575342465
3,chance_60/change_20,alt_model,val,0.96875,0.0020534246575342465
4,chance_60/change_20,alt_model,val,0.9625,0.0020534246575342465
0,chance_60/change_20,benchmark_model,test,0.885,0.0020534246575342465
1,chance_60/change_20,benchmark_model,test,0.845,0.0020534246575342465
2,chance_60/change_20,benchmark_model,test,0.91,0.0020534246575342465
3,chance_60/change_20,benchmark_model,test,0.835,0.0020534246575342465
4,chance_60/change_20,benchmark_model,test,0.865,0.0020534246575342465
0,chance_60/change_20,benchmark_model,val,0.8625,0.0020534246575342465
1,chance_60/change_20,benchmark_model,val,0.8625,0.0020534246575342465
2,chance_60/change_20,benchmark_model,val,0.85625,0.0020534246575342465
3,chance_60/change_20,benchmark_model,val,0.83125,0.0020534246575342465
4,chance_60/change_20,benchmark_model,val,0.9125,0.0020534246575342465
0,chance_60/change_25,alt_model,test,0.755,0.007620091324200913
1,chance_60/change_25,alt_model,test,0.82,0.007620091324200913
2,chance_60/change_25,alt_model,test,0.785,0.007620091324200913
3,chance_60/change_25,alt_model,test,0.815,0.007620091324200913
4,chance_60/change_25,alt_model,test,0.815,0.007620091324200913
0,chance_60/change_25,alt_model,val,0.725,0.007620091324200913
1,chance_60/change_25,alt_model,val,0.79375,0.007620091324200913
2,chance_60/change_25,alt_model,val,0.79375,0.007620091324200913
3,chance_60/change_25,alt_model,val,0.7625,0.007620091324200913
4,chance_60/change_25,alt_model,val,0.81875,0.007620091324200913
0,chance_60/change_25,benchmark_model,test,0.715,0.007620091324200913
1,chance_60/change_25,benchmark_model,test,0.655,0.007620091324200913
2,chance_60/change_25,benchmark_model,test,0.685,0.007620091324200913
3,chance_60/change_25,benchmark_model,test,0.66,0.007620091324200913
4,chance_60/change_25,benchmark_model,test,0.685,0.007620091324200913
0,chance_60/change_25,benchmark_model,val,0.725,0.007620091324200913
1,chance_60/change_25,benchmark_model,val,0.6875,0.007620091324200913
2,chance_60/change_25,benchmark_model,val,0.66875,0.007620091324200913
3,chance_60/change_25,benchmark_model,val,0.68125,0.007620091324200913
4,chance_60/change_25,benchmark_model,val,0.7125,0.007620091324200913
0,chance_60/change_30,alt_model,test,0.865,0.016892009132420092
1,chance_60/change_30,alt_model,test,0.87,0.016892009132420092
2,chance_60/change_30,alt_model,test,0.89,0.016892009132420092
3,chance_60/change_30,alt_model,test,0.885,0.016892009132420092
4,chance_60/change_30,alt_model,test,0.82,0.016892009132420092
0,chance_60/change_30,alt_model,val,0.83125,0.016892009132420092
1,chance_60/change_30,alt_model,val,0.80625,0.016892009132420092
2,chance_60/change_30,alt_model,val,0.88125,0.016892009132420092
3,chance_60/change_30,alt_model,val,0.86875,0.016892009132420092
4,chance_60/change_30,alt_model,val,0.81875,0.016892009132420092
0,chance_60/change_30,benchmark_model,test,0.445,0.016892009132420092
1,chance_60/change_30,benchmark_model,test,0.415,0.016892009132420092
2,chance_60/change_30,benchmark_model,test,0.385,0.016892009132420092
3,chance_60/change_30,benchmark_model,test,0.445,0.016892009132420092
4,chance_60/change_30,benchmark_model,test,0.41,0.016892009132420092
0,chance_60/change_30,benchmark_model,val,0.4625,0.016892009132420092
1,chance_60/change_30,benchmark_model,val,0.40625,0.016892009132420092
2,chance_60/change_30,benchmark_model,val,0.40625,0.016892009132420092
3,chance_60/change_30,benchmark_model,val,0.46875,0.016892009132420092
4,chance_60/change_30,benchmark_model,val,0.375,0.016892009132420092
0,chance_60/change_35,alt_model,test,0.91,0.011516095890410959
1,chance_60/change_35,alt_model,test,0.92,0.011516095890410959
2,chance_60/change_35,alt_model,test,0.89,0.011516095890410959
3,chance_60/change_35,alt_model,test,0.9,0.011516095890410959
4,chance_60/change_35,alt_model,test,0.935,0.011516095890410959
0,chance_60/change_35,alt_model,val,0.9125,0.011516095890410959
1,chance_60/change_35,alt_model,val,0.95,0.011516095890410959
2,chance_60/change_35,alt_model,val,0.94375,0.011516095890410959
3,chance_60/change_35,alt_model,val,0.925,0.011516095890410959
4,chance_60/change_35,alt_model,val,0.925,0.011516095890410959
0,chance_60/change_35,benchmark_model,test,0.62,0.011516095890410959
1,chance_60/change_35,benchmark_model,test,0.6,0.011516095890410959
2,chance_60/change_35,benchmark_model,test,0.565,0.011516095890410959
3,chance_60/change_35,benchmark_model,test,0.61,0.011516095890410959
4,chance_60/change_35,benchmark_model,test,0.63,0.011516095890410959
0,chance_60/change_35,benchmark_model,val,0.6125,0.011516095890410959
1,chance_60/change_35,benchmark_model,val,0.6125,0.011516095890410959
2,chance_60/change_35,benchmark_model,val,0.65625,0.011516095890410959
3,chance_60/change_35,benchmark_model,val,0.625,0.011516095890410959
4,chance_60/change_35,benchmark_model,val,0.6,0.011516095890410959
0,chance_60/change_40,alt_model,test,0.98,0.01026038812785388
1,chance_60/change_40,alt_model,test,0.98,0.01026038812785388
2,chance_60/change_40,alt_model,test,0.955,0.01026038812785388
3,chance_60/change_40,alt_model,test,0.96,0.01026038812785388
4,chance_60/change_40,alt_model,test,0.97,0.01026038812785388
0,chance_60/change_40,alt_model,val,0.96875,0.01026038812785388
1,chance_60/change_40,alt_model,val,0.96875,0.01026038812785388
2,chance_60/change_40,alt_model,val,0.96875,0.01026038812785388
3,chance_60/change_40,alt_model,val,0.975,0.01026038812785388
4,chance_60/change_40,alt_model,val,0.975,0.01026038812785388
0,chance_60/change_40,benchmark_model,test,0.64,0.01026038812785388
1,chance_60/change_40,benchmark_model,test,0.62,0.01026038812785388
2,chance_60/change_40,benchmark_model,test,0.62,0.01026038812785388
3,chance_60/change_40,benchmark_model,test,0.55,0.01026038812785388
4,chance_60/change_40,benchmark_model,test,0.64,0.01026038812785388
0,chance_60/change_40,benchmark_model,val,0.54375,0.01026038812785388
1,chance_60/change_40,benchmark_model,val,0.6375,0.01026038812785388
2,chance_60/change_40,benchmark_model,val,0.65625,0.01026038812785388
3,chance_60/change_40,benchmark_model,val,0.61875,0.01026038812785388
4,chance_60/change_40,benchmark_model,val,0.625,0.01026038812785388
0,chance_60/change_45,alt_model,test,0.915,0.017106392694063926
1,chance_60/change_45,alt_model,test,0.94,0.017106392694063926
2,chance_60/change_45,alt_model,test,0.93,0.017106392694063926
3,chance_60/change_45,alt_model,test,0.885,0.017106392694063926
4,chance_60/change_45,alt_model,test,0.93,0.017106392694063926
0,chance_60/change_45,alt_model,val,0.9125,0.017106392694063926
1,chance_60/change_45,alt_model,val,0.9125,0.017106392694063926
2,chance_60/change_45,alt_model,val,0.94375,0.017106392694063926
3,chance_60/change_45,alt_model,val,0.91875,0.017106392694063926
4,chance_60/change_45,alt_model,val,0.95,0.017106392694063926
0,chance_60/change_45,benchmark_model,test,0.35,0.017106392694063926
1,chance_60/change_45,benchmark_model,test,0.345,0.017106392694063926
2,chance_60/change_45,benchmark_model,test,0.365,0.017106392694063926
3,chance_60/change_45,benchmark_model,test,0.37,0.017106392694063926
4,chance_60/change_45,benchmark_model,test,0.34,0.017106392694063926
0,chance_60/change_45,benchmark_model,val,0.34375,0.017106392694063926
1,chance_60/change_45,benchmark_model,val,0.3375,0.017106392694063926
2,chance_60/change_45,benchmark_model,val,0.35625,0.017106392694063926
3,chance_60/change_45,benchmark_model,val,0.38125,0.017106392694063926
4,chance_60/change_45,benchmark_model,val,0.35,0.017106392694063926
0,chance_60/change_5,alt_model,test,0.85,0.003588812785388128
1,chance_60/change_5,alt_model,test,0.815,0.003588812785388128
2,chance_60/change_5,alt_model,test,0.89,0.003588812785388128
3,chance_60/change_5,alt_model,test,0.85,0.003588812785388128
4,chance_60/change_5,alt_model,test,0.855,0.003588812785388128
0,chance_60/change_5,alt_model,val,0.875,0.003588812785388128
1,chance_60/change_5,alt_model,val,0.86875,0.003588812785388128
2,chance_60/change_5,alt_model,val,0.86875,0.003588812785388128
3,chance_60/change_5,alt_model,val,0.88125,0.003588812785388128
4,chance_60/change_5,alt_model,val,0.825,0.003588812785388128
0,chance_60/change_5,benchmark_model,test,0.87,0.003588812785388128
1,chance_60/change_5,benchmark_model,test,0.84,0.003588812785388128
2,chance_60/change_5,benchmark_model,test,0.88,0.003588812785388128
3,chance_60/change_5,benchmark_model,test,0.805,0.003588812785388128
4,chance_60/change_5,benchmark_model,test,0.86,0.003588812785388128
0,chance_60/change_5,benchmark_model,val,0.9125,0.003588812785388128
1,chance_60/change_5,benchmark_model,val,0.83125,0.003588812785388128
2,chance_60/change_5,benchmark_model,val,0.85625,0.003588812785388128
3,chance_60/change_5,benchmark_model,val,0.8125,0.003588812785388128
4,chance_60/change_5,benchmark_model,val,0.85,0.003588812785388128
0,chance_60/change_50,alt_model,test,0.765,0.02466095890410959
1,chance_60/change_50,alt_model,test,0.815,0.02466095890410959
2,chance_60/change_50,alt_model,test,0.83,0.02466095890410959
3,chance_60/change_50,alt_model,test,0.755,0.02466095890410959
4,chance_60/change_50,alt_model,test,0.79,0.02466095890410959
0,chance_60/change_50,alt_model,val,0.71875,0.02466095890410959
1,chance_60/change_50,alt_model,val,0.75625,0.02466095890410959
2,chance_60/change_50,alt_model,val,0.76875,0.02466095890410959
3,chance_60/change_50,alt_model,val,0.81875,0.02466095890410959
4,chance_60/change_50,alt_model,val,0.79375,0.02466095890410959
0,chance_60/change_50,benchmark_model,test,0.155,0.02466095890410959
1,chance_60/change_50,benchmark_model,test,0.115,0.02466095890410959
2,chance_60/change_50,benchmark_model,test,0.17,0.02466095890410959
3,chance_60/change_50,benchmark_model,test,0.205,0.02466095890410959
4,chance_60/change_50,benchmark_model,test,0.135,0.02466095890410959
0,chance_60/change_50,benchmark_model,val,0.15,0.02466095890410959
1,chance_60/change_50,benchmark_model,val,0.1375,0.02466095890410959
2,chance_60/change_50,benchmark_model,val,0.1875,0.02466095890410959
3,chance_60/change_50,benchmark_model,val,0.1625,0.02466095890410959
4,chance_60/change_50,benchmark_model,val,0.175,0.02466095890410959
0,chance_65/change_10,alt_model,test,0.88,0.004318607305936073
1,chance_65/change_10,alt_model,test,0.84,0.004318607305936073
2,chance_65/change_10,alt_model,test,0.86,0.004318607305936073
3,chance_65/change_10,alt_model,test,0.815,0.004318607305936073
4,chance_65/change_10,alt_model,test,0.855,0.004318607305936073
0,chance_65/change_10,alt_model,val,0.84375,0.004318607305936073
1,chance_65/change_10,alt_model,val,0.86875,0.004318607305936073
2,chance_65/change_10,alt_model,val,0.8125,0.004318607305936073
3,chance_65/change_10,alt_model,val,0.89375,0.004318607305936073
4,chance_65/change_10,alt_model,val,0.83125,0.004318607305936073
0,chance_65/change_10,benchmark_model,test,0.835,0.004318607305936073
1,chance_65/change_10,benchmark_model,test,0.83,0.004318607305936073
2,chance_65/change_10,benchmark_model,test,0.85,0.004318607305936073
3,chance_65/change_10,benchmark_model,test,0.805,0.004318607305936073
4,chance_65/change_10,benchmark_model,test,0.865,0.004318607305936073
0,chance_65/change_10,benchmark_model,val,0.84375,0.004318607305936073
1,chance_65/change_10,benchmark_model,val,0.8625,0.004318607305936073
2,chance_65/change_10,benchmark_model,val,0.7875,0.004318607305936073
3,chance_65/change_10,benchmark_model,val,0.8125,0.004318607305936073
4,chance_65/change_10,benchmark_model,val,0.85625,0.004318607305936073
0,chance_65/change_15,alt_model,test,0.86,0.000604337899543379
1,chance_65/change_15,alt_model,test,0.815,0.000604337899543379
2,chance_65/change_15,alt_model,test,0.87,0.000604337899543379
3,chance_65/change_15,alt_model,test,0.8,0.000604337899543379
4,chance_65/change_15,alt_model,test,0.855,0.000604337899543379
0,chance_65/change_15,alt_model,val,0.85,0.000604337899543379
1,chance_65/change_15,alt_model,val,0.825,0.000604337899543379
2,chance_65/change_15,alt_model,val,0.79375,0.000604337899543379
3,chance_65/change_15,alt_model,val,0.88125,0.000604337899543379
4,chance_65/change_15,alt_model,val,0.86875,0.000604337899543379
0,chance_65/change_15,benchmark_model,test,0.865,0.000604337899543379
1,chance_65/change_15,benchmark_model,test,0.81,0.000604337899543379
2,chance_65/change_15,benchmark_model,test,0.87,0.000604337899543379
3,chance_65/change_15,benchmark_model,test,0.77,0.000604337899543379
4,chance_65/change_15,benchmark_model,test,0.825,0.000604337899543379
0,chance_65/change_15,benchmark_model,val,0.8375,0.000604337899543379
1,chance_65/change_15,benchmark_model,val,0.85,0.000604337899543379
2,chance_65/change_15,benchmark_model,val,0.78125,0.000604337899543379
3,chance_65/change_15,benchmark_model,val,0.8125,0.000604337899543379
4,chance_65/change_15,benchmark_model,val,0.84375,0.000604337899543379
0,chance_65/change_20,alt_model,test,0.87,0.000860730593607306
1,chance_65/change_20,alt_model,test,0.81,0.000860730593607306
2,chance_65/change_20,alt_model,test,0.84,0.000860730593607306
3,chance_65/change_20,alt_model,test,0.765,0.000860730593607306
4,chance_65/change_20,alt_model,test,0.85,0.000860730593607306
0,chance_65/change_20,alt_model,val,0.84375,0.000860730593607306
