fold,dataset_version,evaluation,split,accuracy,dataset_distance_to_benchmark
4,chance_20/change_45,benchmark_model,test,0.85,0.0009328767123287672
0,chance_20/change_45,benchmark_model,val,0.79375,0.0009328767123287672
1,chance_20/change_45,benchmark_model,val,0.8,0.0009328767123287672
2,chance_20/change_45,benchmark_model,val,0.78125,0.0009328767123287672
3,chance_20/change_45,benchmark_model,val,0.74375,0.0009328767123287672
4,chance_20/change_45,benchmark_model,val,0.76875,0.0009328767123287672
0,chance_20/change_5,alt_model,test,0.895,0.0001896118721461187
1,chance_20/change_5,alt_model,test,0.86,0.0001896118721461187
2,chance_20/change_5,alt_model,test,0.895,0.0001896118721461187
3,chance_20/change_5,alt_model,test,0.845,0.0001896118721461187
4,chance_20/change_5,alt_model,test,0.895,0.0001896118721461187
0,chance_20/change_5,alt_model,val,0.875,0.0001896118721461187
1,chance_20/change_5,alt_model,val,0.9,0.0001896118721461187
2,chance_20/change_5,alt_model,val,0.85,0.0001896118721461187
3,chance_20/change_5,alt_model,val,0.8875,0.0001896118721461187
4,chance_20/change_5,alt_model,val,0.9,0.0001896118721461187
0,chance_20/change_5,benchmark_model,test,0.885,0.0001896118721461187
1,chance_20/change_5,benchmark_model,test,0.855,0.0001896118721461187
2,chance_20/change_5,benchmark_model,test,0.88,0.0001896118721461187
3,chance_20/change_5,benchmark_model,test,0.825,0.0001896118721461187
4,chance_20/change_5,benchmark_model,test,0.875,0.0001896118721461187
0,chance_20/change_5,benchmark_model,val,0.8625,0.0001896118721461187
1,chance_20/change_5,benchmark_model,val,0.89375,0.0001896118721461187
2,chance_20/change_5,benchmark_model,val,0.8375,0.0001896118721461187
3,chance_20/change_5,benchmark_model,val,0.8375,0.0001896118721461187
4,chance_20/change_5,benchmark_model,val,0.8875,0.0001896118721461187
0,chance_20/change_50,alt_model,test,0.965,0.006198287671232877
1,chance_20/change_50,alt_model,test,0.93,0.006198287671232877
2,chance_20/change_50,alt_model,test,0.955,0.006198287671232877
3,chance_20/change_50,alt_model,test,0.93,0.006198287671232877
4,chance_20/change_50,alt_model,test,0.96,0.006198287671232877
0,chance_20/change_50,alt_model,val,0.95,0.006198287671232877
1,chance_20/change_50,alt_model,val,0.95625,0.006198287671232877
2,chance_20/change_50,alt_model,val,0.94375,0.006198287671232877
3,chance_20/change_50,alt_model,val,0.91875,0.006198287671232877
4,chance_20/change_50,alt_model,val,0.9625,0.006198287671232877
0,chance_20/change_50,benchmark_model,test,0.505,0.006198287671232877
1,chance_20/change_50,benchmark_model,test,0.56,0.006198287671232877
2,chance_20/change_50,benchmark_model,test,0.485,0.006198287671232877
3,chance_20/change_50,benchmark_model,test,0.515,0.006198287671232877
4,chance_20/change_50,benchmark_model,test,0.475,0.006198287671232877
0,chance_20/change_50,benchmark_model,val,0.4625,0.006198287671232877
1,chance_20/change_50,benchmark_model,val,0.58125,0.006198287671232877
2,chance_20/change_50,benchmark_model,val,0.45,0.006198287671232877
3,chance_20/change_50,benchmark_model,val,0.5375,0.006198287671232877
4,chance_20/change_50,benchmark_model,val,0.4875,0.006198287671232877
0,chance_25/change_10,alt_model,test,0.91,0.0006361872146118722
1,chance_25/change_10,alt_model,test,0.85,0.0006361872146118722
2,chance_25/change_10,alt_model,test,0.865,0.0006361872146118722
3,chance_25/change_10,alt_model,test,0.81,0.0006361872146118722
4,chance_25/change_10,alt_model,test,0.88,0.0006361872146118722
0,chance_25/change_10,alt_model,val,0.85625,0.0006361872146118722
1,chance_25/change_10,alt_model,val,0.8875,0.0006361872146118722
2,chance_25/change_10,alt_model,val,0.85,0.0006361872146118722
3,chance_25/change_10,alt_model,val,0.86875,0.0006361872146118722
4,chance_25/change_10,alt_model,val,0.81875,0.0006361872146118722
0,chance_25/change_10,benchmark_model,test,0.925,0.0006361872146118722
1,chance_25/change_10,benchmark_model,test,0.835,0.0006361872146118722
2,chance_25/change_10,benchmark_model,test,0.89,0.0006361872146118722
3,chance_25/change_10,benchmark_model,test,0.8,0.0006361872146118722
4,chance_25/change_10,benchmark_model,test,0.915,0.0006361872146118722
0,chance_25/change_10,benchmark_model,val,0.88125,0.0006361872146118722
1,chance_25/change_10,benchmark_model,val,0.89375,0.0006361872146118722
2,chance_25/change_10,benchmark_model,val,0.86875,0.0006361872146118722
3,chance_25/change_10,benchmark_model,val,0.86875,0.0006361872146118722
4,chance_25/change_10,benchmark_model,val,0.8625,0.0006361872146118722
0,chance_25/change_15,alt_model,test,0.895,0.000716324200913242
1,chance_25/change_15,alt_model,test,0.855,0.000716324200913242
2,chance_25/change_15,alt_model,test,0.87,0.000716324200913242
3,chance_25/change_15,alt_model,test,0.805,0.000716324200913242
4,chance_25/change_15,alt_model,test,0.9,0.000716324200913242
0,chance_25/change_15,alt_model,val,0.88125,0.000716324200913242
1,chance_25/change_15,alt_model,val,0.91875,0.000716324200913242
2,chance_25/change_15,alt_model,val,0.88125,0.000716324200913242
3,chance_25/change_15,alt_model,val,0.8375,0.000716324200913242
4,chance_25/change_15,alt_model,val,0.8375,0.000716324200913242
0,chance_25/change_15,benchmark_model,test,0.905,0.000716324200913242
1,chance_25/change_15,benchmark_model,test,0.84,0.000716324200913242
2,chance_25/change_15,benchmark_model,test,0.845,0.000716324200913242
3,chance_25/change_15,benchmark_model,test,0.79,0.000716324200913242
4,chance_25/change_15,benchmark_model,test,0.89,0.000716324200913242
0,chance_25/change_15,benchmark_model,val,0.84375,0.000716324200913242
1,chance_25/change_15,benchmark_model,val,0.8625,0.000716324200913242
2,chance_25/change_15,benchmark_model,val,0.88125,0.000716324200913242
3,chance_25/change_15,benchmark_model,val,0.86875,0.000716324200913242
4,chance_25/change_15,benchmark_model,val,0.81875,0.000716324200913242
0,chance_25/change_20,alt_model,test,0.875,0.00031541095890410956
1,chance_25/change_20,alt_model,test,0.875,0.00031541095890410956
2,chance_25/change_20,alt_model,test,0.88,0.00031541095890410956
3,chance_25/change_20,alt_model,test,0.815,0.00031541095890410956
4,chance_25/change_20,alt_model,test,0.865,0.00031541095890410956
0,chance_25/change_20,alt_model,val,0.86875,0.00031541095890410956
1,chance_25/change_20,alt_model,val,0.89375,0.00031541095890410956
2,chance_25/change_20,alt_model,val,0.8375,0.00031541095890410956
3,chance_25/change_20,alt_model,val,0.85625,0.00031541095890410956
4,chance_25/change_20,alt_model,val,0.8875,0.00031541095890410956
0,chance_25/change_20,benchmark_model,test,0.875,0.00031541095890410956
1,chance_25/change_20,benchmark_model,test,0.85,0.00031541095890410956
2,chance_25/change_20,benchmark_model,test,0.89,0.00031541095890410956
3,chance_25/change_20,benchmark_model,test,0.825,0.00031541095890410956
4,chance_25/change_20,benchmark_model,test,0.86,0.00031541095890410956
0,chance_25/change_20,benchmark_model,val,0.8625,0.00031541095890410956
1,chance_25/change_20,benchmark_model,val,0.86875,0.00031541095890410956
2,chance_25/change_20,benchmark_model,val,0.83125,0.00031541095890410956
3,chance_25/change_20,benchmark_model,val,0.8375,0.00031541095890410956
4,chance_25/change_20,benchmark_model,val,0.8875,0.00031541095890410956
0,chance_25/change_25,alt_model,test,0.815,0.0016647260273972603
1,chance_25/change_25,alt_model,test,0.77,0.0016647260273972603
2,chance_25/change_25,alt_model,test,0.785,0.0016647260273972603
3,chance_25/change_25,alt_model,test,0.75,0.0016647260273972603
4,chance_25/change_25,alt_model,test,0.84,0.0016647260273972603
0,chance_25/change_25,alt_model,val,0.80625,0.0016647260273972603
1,chance_25/change_25,alt_model,val,0.80625,0.0016647260273972603
2,chance_25/change_25,alt_model,val,0.7875,0.0016647260273972603
3,chance_25/change_25,alt_model,val,0.81875,0.0016647260273972603
4,chance_25/change_25,alt_model,val,0.79375,0.0016647260273972603
0,chance_25/change_25,benchmark_model,test,0.73,0.0016647260273972603
1,chance_25/change_25,benchmark_model,test,0.71,0.0016647260273972603
2,chance_25/change_25,benchmark_model,test,0.675,0.0016647260273972603
3,chance_25/change_25,benchmark_model,test,0.64,0.0016647260273972603
4,chance_25/change_25,benchmark_model,test,0.745,0.0016647260273972603
0,chance_25/change_25,benchmark_model,val,0.69375,0.0016647260273972603
1,chance_25/change_25,benchmark_model,val,0.7,0.0016647260273972603
2,chance_25/change_25,benchmark_model,val,0.675,0.0016647260273972603
3,chance_25/change_25,benchmark_model,val,0.71875,0.0016647260273972603
4,chance_25/change_25,benchmark_model,val,0.73125,0.0016647260273972603
0,chance_25/change_30,alt_model,test,0.785,0.006734474885844749
1,chance_25/change_30,alt_model,test,0.875,0.006734474885844749
2,chance_25/change_30,alt_model,test,0.855,0.006734474885844749
3,chance_25/change_30,alt_model,test,0.835,0.006734474885844749
4,chance_25/change_30,alt_model,test,0.885,0.006734474885844749
0,chance_25/change_30,alt_model,val,0.80625,0.006734474885844749
1,chance_25/change_30,alt_model,val,0.825,0.006734474885844749
2,chance_25/change_30,alt_model,val,0.86875,0.006734474885844749
3,chance_25/change_30,alt_model,val,0.8375,0.006734474885844749
4,chance_25/change_30,alt_model,val,0.8625,0.006734474885844749
0,chance_25/change_30,benchmark_model,test,0.73,0.006734474885844749
1,chance_25/change_30,benchmark_model,test,0.795,0.006734474885844749
2,chance_25/change_30,benchmark_model,test,0.815,0.006734474885844749
3,chance_25/change_30,benchmark_model,test,0.775,0.006734474885844749
4,chance_25/change_30,benchmark_model,test,0.79,0.006734474885844749
0,chance_25/change_30,benchmark_model,val,0.75,0.006734474885844749
1,chance_25/change_30,benchmark_model,val,0.76875,0.006734474885844749
2,chance_25/change_30,benchmark_model,val,0.85,0.006734474885844749
3,chance_25/change_30,benchmark_model,val,0.76875,0.006734474885844749
4,chance_25/change_30,benchmark_model,val,0.75,0.006734474885844749
0,chance_25/change_35,alt_model,test,0.865,0.0039759132420091325
1,chance_25/change_35,alt_model,test,0.84,0.0039759132420091325
2,chance_25/change_35,alt_model,test,0.9,0.0039759132420091325
3,chance_25/change_35,alt_model,test,0.85,0.0039759132420091325
4,chance_25/change_35,alt_model,test,0.855,0.0039759132420091325
0,chance_25/change_35,alt_model,val,0.84375,0.0039759132420091325
1,chance_25/change_35,alt_model,val,0.89375,0.0039759132420091325
2,chance_25/change_35,alt_model,val,0.81875,0.0039759132420091325
3,chance_25/change_35,alt_model,val,0.89375,0.0039759132420091325
4,chance_25/change_35,alt_model,val,0.84375,0.0039759132420091325
0,chance_25/change_35,benchmark_model,test,0.675,0.0039759132420091325
1,chance_25/change_35,benchmark_model,test,0.755,0.0039759132420091325
2,chance_25/change_35,benchmark_model,test,0.73,0.0039759132420091325
3,chance_25/change_35,benchmark_model,test,0.735,0.0039759132420091325
4,chance_25/change_35,benchmark_model,test,0.705,0.0039759132420091325
0,chance_25/change_35,benchmark_model,val,0.7375,0.0039759132420091325
1,chance_25/change_35,benchmark_model,val,0.74375,0.0039759132420091325
2,chance_25/change_35,benchmark_model,val,0.61875,0.0039759132420091325
3,chance_25/change_35,benchmark_model,val,0.6625,0.0039759132420091325
4,chance_25/change_35,benchmark_model,val,0.74375,0.0039759132420091325
0,chance_25/change_40,alt_model,test,0.995,0.00168162100456621
1,chance_25/change_40,alt_model,test,0.985,0.00168162100456621
2,chance_25/change_40,alt_model,test,1.0,0.00168162100456621
3,chance_25/change_40,alt_model,test,1.0,0.00168162100456621
4,chance_25/change_40,alt_model,test,0.975,0.00168162100456621
0,chance_25/change_40,alt_model,val,0.98125,0.00168162100456621
1,chance_25/change_40,alt_model,val,0.99375,0.00168162100456621
2,chance_25/change_40,alt_model,val,0.99375,0.00168162100456621
3,chance_25/change_40,alt_model,val,0.9875,0.00168162100456621
4,chance_25/change_40,alt_model,val,1.0,0.00168162100456621
0,chance_25/change_40,benchmark_model,test,0.845,0.00168162100456621
1,chance_25/change_40,benchmark_model,test,0.82,0.00168162100456621
2,chance_25/change_40,benchmark_model,test,0.8,0.00168162100456621
3,chance_25/change_40,benchmark_model,test,0.83,0.00168162100456621
4,chance_25/change_40,benchmark_model,test,0.78,0.00168162100456621
0,chance_25/change_40,benchmark_model,val,0.80625,0.00168162100456621
1,chance_25/change_40,benchmark_model,val,0.825,0.00168162100456621
2,chance_25/change_40,benchmark_model,val,0.825,0.00168162100456621
3,chance_25/change_40,benchmark_model,val,0.8,0.00168162100456621
4,chance_25/change_40,benchmark_model,val,0.85,0.00168162100456621
0,chance_25/change_45,alt_model,test,0.81,0.005909018264840183
1,chance_25/change_45,alt_model,test,0.88,0.005909018264840183
2,chance_25/change_45,alt_model,test,0.88,0.005909018264840183
3,chance_25/change_45,alt_model,test,0.81,0.005909018264840183
4,chance_25/change_45,alt_model,test,0.84,0.005909018264840183
0,chance_25/change_45,alt_model,val,0.85,0.005909018264840183
1,chance_25/change_45,alt_model,val,0.8625,0.005909018264840183
2,chance_25/change_45,alt_model,val,0.80625,0.005909018264840183
3,chance_25/change_45,alt_model,val,0.85,0.005909018264840183
4,chance_25/change_45,alt_model,val,0.85625,0.005909018264840183
0,chance_25/change_45,benchmark_model,test,0.305,0.005909018264840183
1,chance_25/change_45,benchmark_model,test,0.44,0.005909018264840183
2,chance_25/change_45,benchmark_model,test,0.32,0.005909018264840183
3,chance_25/change_45,benchmark_model,test,0.32,0.005909018264840183
4,chance_25/change_45,benchmark_model,test,0.28,0.005909018264840183
0,chance_25/change_45,benchmark_model,val,0.29375,0.005909018264840183
1,chance_25/change_45,benchmark_model,val,0.45,0.005909018264840183
2,chance_25/change_45,benchmark_model,val,0.3,0.005909018264840183
3,chance_25/change_45,benchmark_model,val,0.3125,0.005909018264840183
4,chance_25/change_45,benchmark_model,val,0.28125,0.005909018264840183
0,chance_25/change_5,alt_model,test,0.875,0.0033320776255707763
1,chance_25/change_5,alt_model,test,0.865,0.0033320776255707763
2,chance_25/change_5,alt_model,test,0.895,0.0033320776255707763
3,chance_25/change_5,alt_model,test,0.815,0.0033320776255707763
4,chance_25/change_5,alt_model,test,0.875,0.0033320776255707763
0,chance_25/change_5,alt_model,val,0.875,0.0033320776255707763
1,chance_25/change_5,alt_model,val,0.89375,0.0033320776255707763
2,chance_25/change_5,alt_model,val,0.84375,0.0033320776255707763
3,chance_25/change_5,alt_model,val,0.84375,0.0033320776255707763
4,chance_25/change_5,alt_model,val,0.8625,0.0033320776255707763
0,chance_25/change_5,benchmark_model,test,0.88,0.0033320776255707763
1,chance_25/change_5,benchmark_model,test,0.845,0.0033320776255707763
2,chance_25/change_5,benchmark_model,test,0.865,0.0033320776255707763
3,chance_25/change_5,benchmark_model,test,0.8,0.0033320776255707763
4,chance_25/change_5,benchmark_model,test,0.875,0.0033320776255707763
0,chance_25/change_5,benchmark_model,val,0.88125,0.0033320776255707763
1,chance_25/change_5,benchmark_model,val,0.85,0.0033320776255707763
2,chance_25/change_5,benchmark_model,val,0.85625,0.0033320776255707763
3,chance_25/change_5,benchmark_model,val,0.8125,0.0033320776255707763
4,chance_25/change_5,benchmark_model,val,0.8625,0.0033320776255707763
0,chance_25/change_50,alt_model,test,0.825,0.011210844748858447
1,chance_25/change_50,alt_model,test,0.875,0.011210844748858447
2,chance_25/change_50,alt_model,test,0.825,0.011210844748858447
3,chance_25/change_50,alt_model,test,0.83,0.011210844748858447
4,chance_25/change_50,alt_model,test,0.845,0.011210844748858447
0,chance_25/change_50,alt_model,val,0.8625,0.011210844748858447
1,chance_25/change_50,alt_model,val,0.83125,0.011210844748858447
2,chance_25/change_50,alt_model,val,0.84375,0.011210844748858447
3,chance_25/change_50,alt_model,val,0.8625,0.011210844748858447
4,chance_25/change_50,alt_model,val,0.81875,0.011210844748858447
0,chance_25/change_50,benchmark_model,test,0.38,0.011210844748858447
1,chance_25/change_50,benchmark_model,test,0.39,0.011210844748858447
2,chance_25/change_50,benchmark_model,test,0.39,0.011210844748858447
3,chance_25/change_50,benchmark_model,test,0.395,0.011210844748858447
4,chance_25/change_50,benchmark_model,test,0.37,0.011210844748858447
0,chance_25/change_50,benchmark_model,val,0.3875,0.011210844748858447
1,chance_25/change_50,benchmark_model,val,0.4,0.011210844748858447
2,chance_25/change_50,benchmark_model,val,0.36875,0.011210844748858447
3,chance_25/change_50,benchmark_model,val,0.40625,0.011210844748858447
4,chance_25/change_50,benchmark_model,val,0.38125,0.011210844748858447
0,chance_30/change_10,alt_model,test,0.885,0.0
1,chance_30/change_10,alt_model,test,0.845,0.0
2,chance_30/change_10,alt_model,test,0.88,0.0
3,chance_30/change_10,alt_model,test,0.815,0.0
4,chance_30/change_10,alt_model,test,0.86,0.0
0,chance_30/change_10,alt_model,val,0.85625,0.0
1,chance_30/change_10,alt_model,val,0.875,0.0
2,chance_30/change_10,alt_model,val,0.8125,0.0
3,chance_30/change_10,alt_model,val,0.83125,0.0
4,chance_30/change_10,alt_model,val,0.88125,0.0
0,chance_30/change_10,benchmark_model,test,0.885,0.0
1,chance_30/change_10,benchmark_model,test,0.845,0.0
2,chance_30/change_10,benchmark_model,test,0.88,0.0
3,chance_30/change_10,benchmark_model,test,0.815,0.0
4,chance_30/change_10,benchmark_model,test,0.86,0.0
0,chance_30/change_10,benchmark_model,val,0.85625,0.0
1,chance_30/change_10,benchmark_model,val,0.875,0.0
2,chance_30/change_10,benchmark_model,val,0.8125,0.0
3,chance_30/change_10,benchmark_model,val,0.83125,0.0
4,chance_30/change_10,benchmark_model,val,0.88125,0.0
0,chance_30/change_15,alt_model,test,0.88,2.054794520547945e-06
1,chance_30/change_15,alt_model,test,0.85,2.054794520547945e-06
2,chance_30/change_15,alt_model,test,0.88,2.054794520547945e-06
3,chance_30/change_15,alt_model,test,0.815,2.054794520547945e-06
4,chance_30/change_15,alt_model,test,0.86,2.054794520547945e-06
0,chance_30/change_15,alt_model,val,0.8625,2.054794520547945e-06
1,chance_30/change_15,alt_model,val,0.86875,2.054794520547945e-06
2,chance_30/change_15,alt_model,val,0.8125,2.054794520547945e-06
3,chance_30/change_15,alt_model,val,0.8375,2.054794520547945e-06
4,chance_30/change_15,alt_model,val,0.88125,2.054794520547945e-06
0,chance_30/change_15,benchmark_model,test,0.88,2.054794520547945e-06
1,chance_30/change_15,benchmark_model,test,0.85,2.054794520547945e-06
2,chance_30/change_15,benchmark_model,test,0.88,2.054794520547945e-06
3,chance_30/change_15,benchmark_model,test,0.82,2.054794520547945e-06
4,chance_30/change_15,benchmark_model,test,0.86,2.054794520547945e-06
0,chance_30/change_15,benchmark_model,val,0.8625,2.054794520547945e-06
1,chance_30/change_15,benchmark_model,val,0.86875,2.054794520547945e-06
2,chance_30/change_15,benchmark_model,val,0.8125,2.054794520547945e-06
3,chance_30/change_15,benchmark_model,val,0.83125,2.054794520547945e-06
4,chance_30/change_15,benchmark_model,val,0.88125,2.054794520547945e-06
0,chance_30/change_20,alt_model,test,0.955,0.000419634703196347
1,chance_30/change_20,alt_model,test,0.93,0.000419634703196347
2,chance_30/change_20,alt_model,test,0.945,0.000419634703196347
3,chance_30/change_20,alt_model,test,0.925,0.000419634703196347
4,chance_30/change_20,alt_model,test,0.93,0.000419634703196347
0,chance_30/change_20,alt_model,val,0.9,0.000419634703196347
1,chance_30/change_20,alt_model,val,0.95,0.000419634703196347
2,chance_30/change_20,alt_model,val,0.91875,0.000419634703196347
3,chance_30/change_20,alt_model,val,0.95,0.000419634703196347
4,chance_30/change_20,alt_model,val,0.9625,0.000419634703196347
0,chance_30/change_20,benchmark_model,test,0.895,0.000419634703196347
1,chance_30/change_20,benchmark_model,test,0.875,0.000419634703196347
2,chance_30/change_20,benchmark_model,test,0.9,0.000419634703196347
3,chance_30/change_20,benchmark_model,test,0.85,0.000419634703196347
4,chance_30/change_20,benchmark_model,test,0.885,0.000419634703196347
0,chance_30/change_20,benchmark_model,val,0.875,0.000419634703196347
1,chance_30/change_20,benchmark_model,val,0.875,0.000419634703196347
2,chance_30/change_20,benchmark_model,val,0.8625,0.000419634703196347
3,chance_30/change_20,benchmark_model,val,0.85625,0.000419634703196347
4,chance_30/change_20,benchmark_model,val,0.9125,0.000419634703196347
0,chance_30/change_25,alt_model,test,0.91,0.010806849315068492
1,chance_30/change_25,alt_model,test,0.885,0.010806849315068492
2,chance_30/change_25,alt_model,test,0.92,0.010806849315068492
3,chance_30/change_25,alt_model,test,0.845,0.010806849315068492
4,chance_30/change_25,alt_model,test,0.9,0.010806849315068492
0,chance_30/change_25,alt_model,val,0.89375,0.010806849315068492
1,chance_30/change_25,alt_model,val,0.925,0.010806849315068492
2,chance_30/change_25,alt_model,val,0.9,0.010806849315068492
3,chance_30/change_25,alt_model,val,0.9375,0.010806849315068492
4,chance_30/change_25,alt_model,val,0.90625,0.010806849315068492
0,chance_30/change_25,benchmark_model,test,0.415,0.010806849315068492
1,chance_30/change_25,benchmark_model,test,0.42,0.010806849315068492
2,chance_30/change_25,benchmark_model,test,0.42,0.010806849315068492
3,chance_30/change_25,benchmark_model,test,0.435,0.010806849315068492
4,chance_30/change_25,benchmark_model,test,0.395,0.010806849315068492
0,chance_30/change_25,benchmark_model,val,0.4125,0.010806849315068492
1,chance_30/change_25,benchmark_model,val,0.45,0.010806849315068492
2,chance_30/change_25,benchmark_model,val,0.3875,0.010806849315068492
3,chance_30/change_25,benchmark_model,val,0.43125,0.010806849315068492
4,chance_30/change_25,benchmark_model,val,0.39375,0.010806849315068492
0,chance_30/change_30,alt_model,test,0.84,0.0058671232876712325
1,chance_30/change_30,alt_model,test,0.815,0.0058671232876712325
2,chance_30/change_30,alt_model,test,0.765,0.0058671232876712325
3,chance_30/change_30,alt_model,test,0.825,0.0058671232876712325
4,chance_30/change_30,alt_model,test,0.855,0.0058671232876712325
0,chance_30/change_30,alt_model,val,0.76875,0.0058671232876712325
1,chance_30/change_30,alt_model,val,0.85625,0.0058671232876712325
2,chance_30/change_30,alt_model,val,0.84375,0.0058671232876712325
3,chance_30/change_30,alt_model,val,0.83125,0.0058671232876712325
4,chance_30/change_30,alt_model,val,0.76875,0.0058671232876712325
0,chance_30/change_30,benchmark_model,test,0.53,0.0058671232876712325
1,chance_30/change_30,benchmark_model,test,0.62,0.0058671232876712325
2,chance_30/change_30,benchmark_model,test,0.54,0.0058671232876712325
3,chance_30/change_30,benchmark_model,test,0.52,0.0058671232876712325
4,chance_30/change_30,benchmark_model,test,0.695,0.0058671232876712325
0,chance_30/change_30,benchmark_model,val,0.575,0.0058671232876712325
1,chance_30/change_30,benchmark_model,val,0.64375,0.0058671232876712325
2,chance_30/change_30,benchmark_model,val,0.54375,0.0058671232876712325
3,chance_30/change_30,benchmark_model,val,0.51875,0.0058671232876712325
4,chance_30/change_30,benchmark_model,val,0.5875,0.0058671232876712325
0,chance_30/change_35,alt_model,test,0.815,0.010411986301369863
1,chance_30/change_35,alt_model,test,0.785,0.010411986301369863
2,chance_30/change_35,alt_model,test,0.77,0.010411986301369863
3,chance_30/change_35,alt_model,test,0.77,0.010411986301369863
4,chance_30/change_35,alt_model,test,0.815,0.010411986301369863
0,chance_30/change_35,alt_model,val,0.8,0.010411986301369863
1,chance_30/change_35,alt_model,val,0.78125,0.010411986301369863
2,chance_30/change_35,alt_model,val,0.7625,0.010411986301369863
3,chance_30/change_35,alt_model,val,0.80625,0.010411986301369863
4,chance_30/change_35,alt_model,val,0.80625,0.010411986301369863
0,chance_30/change_35,benchmark_model,test,0.385,0.010411986301369863
1,chance_30/change_35,benchmark_model,test,0.505,0.010411986301369863
2,chance_30/change_35,benchmark_model,test,0.35,0.010411986301369863
3,chance_30/change_35,benchmark_model,test,0.29,0.010411986301369863
4,chance_30/change_35,benchmark_model,test,0.385,0.010411986301369863
0,chance_30/change_35,benchmark_model,val,0.39375,0.010411986301369863
1,chance_30/change_35,benchmark_model,val,0.5,0.010411986301369863
2,chance_30/change_35,benchmark_model,val,0.36875,0.010411986301369863
3,chance_30/change_35,benchmark_model,val,0.24375,0.010411986301369863
4,chance_30/change_35,benchmark_model,val,0.39375,0.010411986301369863
0,chance_30/change_40,alt_model,test,0.79,0.002202739726027397
1,chance_30/change_40,alt_model,test,0.815,0.002202739726027397
2,chance_30/change_40,alt_model,test,0.78,0.002202739726027397
3,chance_30/change_40,alt_model,test,0.815,0.002202739726027397
4,chance_30/change_40,alt_model,test,0.78,0.002202739726027397
0,chance_30/change_40,alt_model,val,0.73125,0.002202739726027397
1,chance_30/change_40,alt_model,val,0.7875,0.002202739726027397
2,chance_30/change_40,alt_model,val,0.825,0.002202739726027397
3,chance_30/change_40,alt_model,val,0.825,0.002202739726027397
4,chance_30/change_40,alt_model,val,0.8,0.002202739726027397
0,chance_30/change_40,benchmark_model,test,0.69,0.002202739726027397
1,chance_30/change_40,benchmark_model,test,0.685,0.002202739726027397
2,chance_30/change_40,benchmark_model,test,0.72,0.002202739726027397
3,chance_30/change_40,benchmark_model,test,0.715,0.002202739726027397
4,chance_30/change_40,benchmark_model,test,0.725,0.002202739726027397
0,chance_30/change_40,benchmark_model,val,0.75625,0.002202739726027397
1,chance_30/change_40,benchmark_model,val,0.675,0.002202739726027397
2,chance_30/change_40,benchmark_model,val,0.76875,0.002202739726027397
3,chance_30/change_40,benchmark_model,val,0.675,0.002202739726027397
4,chance_30/change_40,benchmark_model,val,0.74375,0.002202739726027397
0,chance_30/change_45,alt_model,test,0.79,0.017362100456621003
1,chance_30/change_45,alt_model,test,0.79,0.017362100456621003
2,chance_30/change_45,alt_model,test,0.815,0.017362100456621003
3,chance_30/change_45,alt_model,test,0.745,0.017362100456621003
4,chance_30/change_45,alt_model,test,0.765,0.017362100456621003
0,chance_30/change_45,alt_model,val,0.70625,0.017362100456621003
1,chance_30/change_45,alt_model,val,0.75625,0.017362100456621003
2,chance_30/change_45,alt_model,val,0.76875,0.017362100456621003
3,chance_30/change_45,alt_model,val,0.83125,0.017362100456621003
4,chance_30/change_45,alt_model,val,0.8,0.017362100456621003
0,chance_30/change_45,benchmark_model,test,0.465,0.017362100456621003
1,chance_30/change_45,benchmark_model,test,0.37,0.017362100456621003
2,chance_30/change_45,benchmark_model,test,0.4,0.017362100456621003
3,chance_30/change_45,benchmark_model,test,0.41,0.017362100456621003
4,chance_30/change_45,benchmark_model,test,0.39,0.017362100456621003
0,chance_30/change_45,benchmark_model,val,0.45,0.017362100456621003
1,chance_30/change_45,benchmark_model,val,0.3625,0.017362100456621003
2,chance_30/change_45,benchmark_model,val,0.39375,0.017362100456621003
3,chance_30/change_45,benchmark_model,val,0.4125,0.017362100456621003
4,chance_30/change_45,benchmark_model,val,0.39375,0.017362100456621003
0,chance_30/change_5,alt_model,test,0.88,0.0005269406392694064
1,chance_30/change_5,alt_model,test,0.845,0.0005269406392694064
2,chance_30/change_5,alt_model,test,0.885,0.0005269406392694064
3,chance_30/change_5,alt_model,test,0.81,0.0005269406392694064
4,chance_30/change_5,alt_model,test,0.86,0.0005269406392694064
0,chance_30/change_5,alt_model,val,0.8625,0.0005269406392694064
1,chance_30/change_5,alt_model,val,0.8625,0.0005269406392694064
2,chance_30/change_5,alt_model,val,0.81875,0.0005269406392694064
3,chance_30/change_5,alt_model,val,0.84375,0.0005269406392694064
4,chance_30/change_5,alt_model,val,0.9,0.0005269406392694064
0,chance_30/change_5,benchmark_model,test,0.845,0.0005269406392694064
1,chance_30/change_5,benchmark_model,test,0.81,0.0005269406392694064
2,chance_30/change_5,benchmark_model,test,0.835,0.0005269406392694064
3,chance_30/change_5,benchmark_model,test,0.785,0.0005269406392694064
4,chance_30/change_5,benchmark_model,test,0.815,0.0005269406392694064
0,chance_30/change_5,benchmark_model,val,0.8,0.0005269406392694064
1,chance_30/change_5,benchmark_model,val,0.83125,0.0005269406392694064
2,chance_30/change_5,benchmark_model,val,0.76875,0.0005269406392694064
3,chance_30/change_5,benchmark_model,val,0.8,0.0005269406392694064
4,chance_30/change_5,benchmark_model,val,0.825,0.0005269406392694064
0,chance_30/change_50,alt_model,test,0.805,0.005549771689497717
